   0 255 255   0     64 191 191  63    128 127 127 127    192  63  63 191   
   1 254 254   0     65 190 190  64    129 126 126 128    193  61  61 192   
   2 253 253   1     66 189 189  66    130 124 124 129    194  61  61 193   
   3 252 252   2     67 188 188  67    131 123 123 130    195  59  59 194   
   4 250 250   3     68 186 186  67    132 123 123 132    196  59  59 196   
   5 249 249   4     69 185 185  68    133 122 122 133    197  57  57 197   
   6 248 248   5     70 184 184  70    134 120 120 134    198  57  57 198   
   7 247 247   6     71 183 183  71    135 119 119 135    199  55  55 199   
   8 247 247   7     72 183 183  71    136 119 119 135    200  55  55 199   
   9 246 246   8     73 182 182  72    137 118 118 136    201  53  53 200   
  10 245 245   9     74 181 181  74    138 116 116 137    202  53  53 201   
  11 244 244  10     75 180 180  75    139 115 115 138    203  51  51 202   
  12 242 242  11     76 178 178  75    140 115 115 140    204  51  51 204   
  13 241 241  12     77 177 177  76    141 114 114 141    205  49  49 205   
  14 240 240  13     78 176 176  78    142 112 112 142    206  49  49 206   
  15 239 239  14     79 175 175  79    143 111 111 143    207  47  47 207   
  16 239 239  15     80 175 175  79    144 111 111 143    208  47  47 207   
  17 238 238  16     81 174 174  80    145 110 110 144    209  45  45 208   
  18 237 237  17     82 173 173  82    146 108 108 145    210  45  45 209   
  19 236 236  18     83 172 172  83    147 107 107 146    211  43  43 210   
  20 234 234  19     84 170 170  83    148 107 107 148    212  43  43 212   
  21 233 233  20     85 169 169  84    149 106 106 149    213  41  41 213   
  22 232 232  21     86 168 168  86    150 104 104 150    214  41  41 214   
  23 231 231  22     87 167 167  87    151 103 103 151    215  39  39 215   
  24 231 231  23     88 167 167  87    152 103 103 151    216  39  39 215   
  25 230 230  24     89 166 166  88    153 102 102 152    217  37  37 216   
  26 229 229  25     90 165 165  90    154 100 100 153    218  37  37 217   
  27 228 228  26     91 164 164  91    155  99  99 154    219  35  35 218   
  28 226 226  27     92 162 162  91    156  99  99 156    220  35  35 220   
  29 225 225  28     93 161 161  92    157  98  98 157    221  33  33 221   
  30 224 224  29     94 160 160  94    158  96  96 158    222  33  33 222   
  31 223 223  30     95 159 159  95    159  95  95 159    223  31  31 223   
  32 223 223  31     96 159 159  95    160  95  95 159    224  30  30 223   
  33 222 222  33     97 158 158  96    161  94  94 160    225  29  29 224   
  34 221 221  33     98 157 157  98    162  92  92 161    226  28  28 225   
  35 220 220  35     99 156 156  99    163  91  91 162    227  27  27 226   
  36 218 218  35    100 154 154  99    164  91  91 164    228  26  26 228   
  37 217 217  37    101 153 153 100    165  90  90 165    229  25  25 229   
  38 216 216  37    102 152 152 102    166  88  88 166    230  24  24 230   
  39 215 215  39    103 151 151 103    167  87  87 167    231  23  23 231   
  40 215 215  39    104 151 151 103    168  87  87 167    232  22  22 231   
  41 214 214  41    105 150 150 104    169  86  86 168    233  21  21 232   
  42 213 213  41    106 149 149 106    170  84  84 169    234  20  20 233   
  43 212 212  43    107 148 148 107    171  83  83 170    235  19  19 234   
  44 210 210  43    108 146 146 107    172  83  83 172    236  18  18 236   
  45 209 209  45    109 145 145 108    173  82  82 173    237  17  17 237   
  46 208 208  45    110 144 144 110    174  80  80 174    238  16  16 238   
  47 207 207  47    111 143 143 111    175  79  79 175    239  15  15 239   
  48 207 207  47    112 143 143 111    176  79  79 175    240  14  14 239   
  49 206 206  49    113 142 142 112    177  78  78 176    241  13  13 240   
  50 205 205  49    114 141 141 114    178  76  76 177    242  12  12 241   
  51 204 204  51    115 140 140 115    179  75  75 178    243  11  11 242   
  52 202 202  51    116 138 138 115    180  75  75 180    244  10  10 244   
  53 201 201  53    117 137 137 116    181  74  74 181    245   9   9 245   
  54 200 200  53    118 136 136 118    182  72  72 182    246   8   8 246   
  55 199 199  55    119 135 135 119    183  71  71 183    247   7   7 247   
  56 199 199  55    120 135 135 119    184  71  71 183    248   6   6 247   
  57 198 198  57    121 134 134 120    185  70  70 184    249   5   5 248   
  58 197 197  57    122 133 133 122    186  68  68 185    250   4   4 249   
  59 196 196  59    123 132 132 123    187  67  67 186    251   3   3 250   
  60 194 194  59    124 130 130 123    188  67  67 188    252   2   2 252   
  61 193 193  61    125 129 129 124    189  66  66 189    253   1   1 253   
  62 192 192  61    126 128 128 126    190  64  64 190    254   0   0 254   
  63 191 191  63    127 127 127 127    191  63  63 191    255   0   0 255   
