   0   0 255   0     64  63 191  63    128 127 127 127    192 191  63 191   
   1   0 254   0     65  64 190  64    129 128 126 128    193 192  61 192   
   2   1 253   1     66  66 189  66    130 129 124 129    194 193  61 193   
   3   2 252   2     67  67 188  67    131 130 123 130    195 194  59 194   
   4   3 250   3     68  67 186  67    132 132 123 132    196 196  59 196   
   5   4 249   4     69  68 185  68    133 133 122 133    197 197  57 197   
   6   5 248   5     70  70 184  70    134 134 120 134    198 198  57 198   
   7   6 247   6     71  71 183  71    135 135 119 135    199 199  55 199   
   8   7 247   7     72  71 183  71    136 135 119 135    200 199  55 199   
   9   8 246   8     73  72 182  72    137 136 118 136    201 200  53 200   
  10   9 245   9     74  74 181  74    138 137 116 137    202 201  53 201   
  11  10 244  10     75  75 180  75    139 138 115 138    203 202  51 202   
  12  11 242  11     76  75 178  75    140 140 115 140    204 204  51 204   
  13  12 241  12     77  76 177  76    141 141 114 141    205 205  49 205   
  14  13 240  13     78  78 176  78    142 142 112 142    206 206  49 206   
  15  14 239  14     79  79 175  79    143 143 111 143    207 207  47 207   
  16  15 239  15     80  79 175  79    144 143 111 143    208 207  47 207   
  17  16 238  16     81  80 174  80    145 144 110 144    209 208  45 208   
  18  17 237  17     82  82 173  82    146 145 108 145    210 209  45 209   
  19  18 236  18     83  83 172  83    147 146 107 146    211 210  43 210   
  20  19 234  19     84  83 170  83    148 148 107 148    212 212  43 212   
  21  20 233  20     85  84 169  84    149 149 106 149    213 213  41 213   
  22  21 232  21     86  86 168  86    150 150 104 150    214 214  41 214   
  23  22 231  22     87  87 167  87    151 151 103 151    215 215  39 215   
  24  23 231  23     88  87 167  87    152 151 103 151    216 215  39 215   
  25  24 230  24     89  88 166  88    153 152 102 152    217 216  37 216   
  26  25 229  25     90  90 165  90    154 153 100 153    218 217  37 217   
  27  26 228  26     91  91 164  91    155 154  99 154    219 218  35 218   
  28  27 226  27     92  91 162  91    156 156  99 156    220 220  35 220   
  29  28 225  28     93  92 161  92    157 157  98 157    221 221  33 221   
  30  29 224  29     94  94 160  94    158 158  96 158    222 222  33 222   
  31  30 223  30     95  95 159  95    159 159  95 159    223 223  31 223   
  32  31 223  31     96  95 159  95    160 159  95 159    224 223  30 223   
  33  33 222  33     97  96 158  96    161 160  94 160    225 224  29 224   
  34  33 221  33     98  98 157  98    162 161  92 161    226 225  28 225   
  35  35 220  35     99  99 156  99    163 162  91 162    227 226  27 226   
  36  35 218  35    100  99 154  99    164 164  91 164    228 228  26 228   
  37  37 217  37    101 100 153 100    165 165  90 165    229 229  25 229   
  38  37 216  37    102 102 152 102    166 166  88 166    230 230  24 230   
  39  39 215  39    103 103 151 103    167 167  87 167    231 231  23 231   
  40  39 215  39    104 103 151 103    168 167  87 167    232 231  22 231   
  41  41 214  41    105 104 150 104    169 168  86 168    233 232  21 232   
  42  41 213  41    106 106 149 106    170 169  84 169    234 233  20 233   
  43  43 212  43    107 107 148 107    171 170  83 170    235 234  19 234   
  44  43 210  43    108 107 146 107    172 172  83 172    236 236  18 236   
  45  45 209  45    109 108 145 108    173 173  82 173    237 237  17 237   
  46  45 208  45    110 110 144 110    174 174  80 174    238 238  16 238   
  47  47 207  47    111 111 143 111    175 175  79 175    239 239  15 239   
  48  47 207  47    112 111 143 111    176 175  79 175    240 239  14 239   
  49  49 206  49    113 112 142 112    177 176  78 176    241 240  13 240   
  50  49 205  49    114 114 141 114    178 177  76 177    242 241  12 241   
  51  51 204  51    115 115 140 115    179 178  75 178    243 242  11 242   
  52  51 202  51    116 115 138 115    180 180  75 180    244 244  10 244   
  53  53 201  53    117 116 137 116    181 181  74 181    245 245   9 245   
  54  53 200  53    118 118 136 118    182 182  72 182    246 246   8 246   
  55  55 199  55    119 119 135 119    183 183  71 183    247 247   7 247   
  56  55 199  55    120 119 135 119    184 183  71 183    248 247   6 247   
  57  57 198  57    121 120 134 120    185 184  70 184    249 248   5 248   
  58  57 197  57    122 122 133 122    186 185  68 185    250 249   4 249   
  59  59 196  59    123 123 132 123    187 186  67 186    251 250   3 250   
  60  59 194  59    124 123 130 123    188 188  67 188    252 252   2 252   
  61  61 193  61    125 124 129 124    189 189  66 189    253 253   1 253   
  62  61 192  61    126 126 128 126    190 190  64 190    254 254   0 254   
  63  63 191  63    127 127 127 127    191 191  63 191    255 255   0 255   
